Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-4789303,ApartmApartment for sale 100 m in Miami (Steps from Gamal Abdel Nasser Street)ents For sale in Gamal Abdel Nasser St.,"1,800,000 EGP",Miami,2,1,100,14,Lux,Main Street,2014,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4789303-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4769195,شقة للبيع 170م العيسوي - ترى البحر,"4,400,000 EGP",Miami,3,2,170,16,Extra Super Lux,Main Street,2018,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4769195-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4864021,Apartments For sale in Iskandar Ibrahim St.,"1,850,000 EGP",Miami,2,1,100,7,Super Lux,Other,2006,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4864021-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-4864925,"Apartment for sale 150 sqm in Miami (Khaled Ibn Al-Walid) at a price of (3,000,000 EGP/cash)","3,000,000 EGP",Miami,3,2,150,9,Super Lux,Main Street,2011,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4864925-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-4842900,Apartment for sale 140 M-Miami- 45 ST.-Side Sea view,"3,500,000 EGP",Miami,3,2,140,7,Super Lux,Sea View,2016,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4842900-for-sale-alexandria-miami-forty-five-st/
EG-5029375,شقة للبيع160 م -ميامي -متفرع من العيسوي,"2,650,000 EGP",Miami,3,2,160,5,Extra Super Lux,Main Street,2005,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5029375-for-sale-alexandria-miami/
EG-4837810,Apartments For sale in Khaled Ibn El Waleed St.,"2,650,000 EGP",Miami,2,1,110,10,Super Lux,Main Street,2003,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4837810-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-4837576,Apartment for sale 130 M-Miami-Steps From 45th ST.-Sea view.,"2,250,000 EGP",Miami,3,2,130,10,Super Lux,Sea View,2006,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4837576-for-sale-alexandria-miami-forty-five-st/
EG-4791804,Corner apartment for sale 300 m Miami (Askander Ibrahim main st.),"5,750,000 EGP",Miami,4,2,300,8,Super Lux,Other,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4791804-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-4942966,Apartments For sale in Iskandar Ibrahim St.,"2,300,000 EGP",Miami,3,3,124,7,Lux,Main Street,2016,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4942966-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-4842696,Apartments For sale in Mahmoud El-Isawy St.,"2,500,000 EGP",Miami,3,1,120,1,Super Lux,Main Street,1967,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4842696-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4867371,شقة للبيع 125م ميامي شارع 45 بحري خطوات للبحر,"3,100,000 EGP",Miami,2,2,125,6,Extra Super Lux,Main Street,1997,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4867371-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4794180,Apartments For sale in El-Gaish Rd St.,"4,700,000 EGP",Miami,3,2,240,5,Extra Super Lux,Sea View,1999,Cash,Building Developer,وسط البلد,https://aqarmap.com.eg/en/listing/4794180-for-sale-alexandria-miami-el-gaish-rd-st/
EG-4781062,Apartment for sale 100 m in Miami (10 Mostafa Naguib Street),"2,300,000 EGP",Miami,2,1,100,7,Lux,Main Street,2008,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4781062-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-4763351,Apartment for sale 80 m net Miami (Omar bin Al-Aas Street),"1,550,000 EGP",Miami,2,1,80,3,Super Lux,Other,2000,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4763351-for-sale-alexandria-miami-amr-ibn-el-ass-st/
EG-4915321,Apartments For sale in Mahmoud El-Isawy St.,"2,500,000 EGP",Miami,3,1,120,1,Super Lux,Main Street,1994,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4915321-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4829643,شقة للبيع 152م ميامي 4 نمرة من البحر,"2,750,000 EGP",Miami,3,2,152,8,Extra Super Lux,Main Street,2010,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4829643-for-sale-alexandria-miami-el-gaish-rd-st/
EG-4830833,Apartments For sale in Mahmoud El-Isawy St.,"2,450,000 EGP",Miami,3,1,140,7,Super Lux,Side Street,2006,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4830833-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4750200,Apartment for sale - Miami - area 145 square meters,"2,550,000 EGP",Miami,3,2,145,13,Super Lux,Main Street,2006,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/4750200-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4877666,Apartment for sale 150 m Miami (Gamal Abdel Naser main st.),"2,750,000 EGP",Miami,3,1,150,7,Lux,Other,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4877666-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4776904,Apartment for sale 180 m Miami (Al-Armn st.),"3,000,000 EGP",Miami,4,2,180,2,Lux,Main Street,2013,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4776904-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-4989921,Apartments For sale in Mahmoud El-Isawy St.,"2,550,000 EGP",Miami,3,2,160,5,Super Lux,Other,2006,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4989921-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4829361,Apartments For sale in Mahmoud El-Isawy St.,"2,400,000 EGP",Miami,3,1,125,4,Super Lux,Side Street,2013,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4829361-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4739610,Apartments For sale in Khaled Ibn El Waleed St.,"2,500,000 EGP",Miami,3,1,135,19,Extra Super Lux,Side Street,2024,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4739610-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-4919745,Apartments For sale in 15 May St.,"2,813,000 EGP",Miami,3,1,125,6,Semi Finished,Main Street,2025,Installments,Broker,چيران للاستثمار والتطوير العقاري,https://aqarmap.com.eg/en/listing/4919745-for-sale-alexandria-miami/
EG-4754901,Apartment for sale - Miami - area 400 square meters,"4,200,000 EGP",Miami,4,2,400,9,Lux,Main Street,2005,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/4754901-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4767529,Apartments For sale in Khaled Ibn El Waleed St.,"2,500,000 EGP",Miami,3,1,135,19,Extra Super Lux,Side Street,2024,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4767529-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-4840597,Apartments For sale in Mahmoud El-Isawy St.,"2,550,000 EGP",Miami,3,2,160,5,Extra Super Lux,Side Street,2005,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4840597-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-4785592,Apartments For sale in Iskandar Ibrahim St.,"2,350,000 EGP",Miami,2,2,125,7,Super Lux,Side Street,2008,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4785592-for-sale-alexandria-miami-iskandar-ibrahim-st/
